timestamp,power,power_state,is_phantom_load,is_off,is_on,is_light_use,is_regular_use,time_diff_seconds
2025-05-13 03:06:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-13 03:21:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-13 03:36:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-13 03:51:26.904000+00:00,17.7,phantom load,True,False,True,False,False,900.0
2025-05-13 04:06:26.904000+00:00,17.5,phantom load,True,False,True,False,False,900.0
2025-05-13 04:21:26.904000+00:00,20.5,phantom load,True,False,True,False,False,900.0
2025-05-13 04:36:26.904000+00:00,17.6,phantom load,True,False,True,False,False,900.0
2025-05-13 04:51:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 05:06:26.904000+00:00,18.2,phantom load,True,False,True,False,False,900.0
2025-05-13 05:36:26.904000+00:00,16.5,phantom load,True,False,True,False,False,1800.0
2025-05-13 05:51:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 06:06:26.904000+00:00,20.3,phantom load,True,False,True,False,False,900.0
2025-05-13 06:21:26.904000+00:00,18.6,phantom load,True,False,True,False,False,900.0
2025-05-13 06:36:26.904000+00:00,20.4,phantom load,True,False,True,False,False,900.0
2025-05-13 06:51:26.904000+00:00,17.9,phantom load,True,False,True,False,False,900.0
2025-05-13 07:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 07:21:26.904000+00:00,19.1,phantom load,True,False,True,False,False,900.0
2025-05-13 07:36:26.904000+00:00,20.0,phantom load,True,False,True,False,False,900.0
2025-05-13 07:51:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-13 08:06:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-13 08:21:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-13 08:36:26.904000+00:00,19.1,phantom load,True,False,True,False,False,900.0
2025-05-13 09:06:26.904000+00:00,18.6,phantom load,True,False,True,False,False,1800.0
2025-05-13 09:21:26.904000+00:00,20.5,phantom load,True,False,True,False,False,900.0
2025-05-13 10:06:26.904000+00:00,16.6,phantom load,True,False,True,False,False,2700.0
2025-05-13 10:21:26.904000+00:00,19.8,phantom load,True,False,True,False,False,900.0
2025-05-13 10:36:26.904000+00:00,17.4,phantom load,True,False,True,False,False,900.0
2025-05-13 10:51:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 11:21:26.904000+00:00,23.7,phantom load,True,False,True,False,False,1800.0
2025-05-13 11:51:26.904000+00:00,19.2,phantom load,True,False,True,False,False,1800.0
2025-05-13 12:06:26.904000+00:00,19.1,phantom load,True,False,True,False,False,900.0
2025-05-13 12:21:26.904000+00:00,21.7,phantom load,True,False,True,False,False,900.0
2025-05-13 12:36:26.904000+00:00,23.4,phantom load,True,False,True,False,False,900.0
2025-05-13 12:51:26.904000+00:00,17.3,phantom load,True,False,True,False,False,900.0
2025-05-13 13:06:26.904000+00:00,19.7,phantom load,True,False,True,False,False,900.0
2025-05-13 13:21:26.904000+00:00,18.2,phantom load,True,False,True,False,False,900.0
2025-05-13 13:36:26.904000+00:00,57.7,light use,False,False,True,True,False,900.0
2025-05-13 13:51:26.904000+00:00,19.7,phantom load,True,False,True,False,False,900.0
2025-05-13 14:06:26.904000+00:00,17.6,phantom load,True,False,True,False,False,900.0
2025-05-13 14:21:26.904000+00:00,20.1,phantom load,True,False,True,False,False,900.0
2025-05-13 14:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 14:51:26.904000+00:00,75.5,light use,False,False,True,True,False,900.0
2025-05-13 15:06:26.904000+00:00,56.1,light use,False,False,True,True,False,900.0
2025-05-13 15:36:26.904000+00:00,42.1,light use,False,False,True,True,False,1800.0
2025-05-13 15:51:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-13 16:06:26.904000+00:00,18.4,phantom load,True,False,True,False,False,900.0
2025-05-13 16:21:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-13 16:51:26.904000+00:00,20.0,phantom load,True,False,True,False,False,1800.0
2025-05-13 17:06:26.904000+00:00,17.9,phantom load,True,False,True,False,False,900.0
2025-05-13 17:21:26.904000+00:00,17.7,phantom load,True,False,True,False,False,900.0
2025-05-13 17:36:26.904000+00:00,20.7,phantom load,True,False,True,False,False,900.0
2025-05-13 17:51:26.904000+00:00,17.0,phantom load,True,False,True,False,False,900.0
2025-05-13 18:06:26.904000+00:00,18.6,phantom load,True,False,True,False,False,900.0
2025-05-13 18:21:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-13 18:36:26.904000+00:00,17.2,phantom load,True,False,True,False,False,900.0
2025-05-13 18:51:26.904000+00:00,20.1,phantom load,True,False,True,False,False,900.0
2025-05-13 19:06:26.904000+00:00,21.5,phantom load,True,False,True,False,False,900.0
2025-05-13 19:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,1800.0
2025-05-13 19:51:26.904000+00:00,16.5,phantom load,True,False,True,False,False,900.0
2025-05-13 20:06:26.904000+00:00,18.5,phantom load,True,False,True,False,False,900.0
2025-05-13 20:21:26.904000+00:00,19.6,phantom load,True,False,True,False,False,900.0
2025-05-13 20:36:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-13 20:51:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-13 21:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-13 22:06:26.904000+00:00,16.2,phantom load,True,False,True,False,False,3600.0
2025-05-13 22:21:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-13 22:36:26.904000+00:00,17.6,phantom load,True,False,True,False,False,900.0
2025-05-13 22:51:26.904000+00:00,20.8,phantom load,True,False,True,False,False,900.0
2025-05-13 23:06:26.904000+00:00,18.3,phantom load,True,False,True,False,False,900.0
2025-05-13 23:21:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-13 23:36:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-13 23:51:26.904000+00:00,20.8,phantom load,True,False,True,False,False,900.0
2025-05-14 00:06:26.904000+00:00,17.3,phantom load,True,False,True,False,False,900.0
2025-05-14 00:21:26.904000+00:00,17.1,phantom load,True,False,True,False,False,900.0
2025-05-14 00:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 00:51:26.904000+00:00,19.0,phantom load,True,False,True,False,False,900.0
2025-05-14 01:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,1800.0
2025-05-14 01:36:26.904000+00:00,18.4,phantom load,True,False,True,False,False,900.0
2025-05-14 01:51:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-14 02:06:26.904000+00:00,19.6,phantom load,True,False,True,False,False,900.0
2025-05-14 02:21:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-14 02:36:26.904000+00:00,17.3,phantom load,True,False,True,False,False,900.0
2025-05-14 02:51:26.904000+00:00,19.3,phantom load,True,False,True,False,False,900.0
2025-05-14 03:06:26.904000+00:00,20.7,phantom load,True,False,True,False,False,900.0
2025-05-14 03:21:26.904000+00:00,18.2,phantom load,True,False,True,False,False,900.0
2025-05-14 03:36:26.904000+00:00,19.6,phantom load,True,False,True,False,False,900.0
2025-05-14 03:51:26.904000+00:00,20.6,phantom load,True,False,True,False,False,900.0
2025-05-14 04:06:26.904000+00:00,16.1,phantom load,True,False,True,False,False,900.0
2025-05-14 04:21:26.904000+00:00,21.3,phantom load,True,False,True,False,False,900.0
2025-05-14 04:36:26.904000+00:00,20.8,phantom load,True,False,True,False,False,900.0
2025-05-14 04:51:26.904000+00:00,17.3,phantom load,True,False,True,False,False,900.0
2025-05-14 05:06:26.904000+00:00,22.0,phantom load,True,False,True,False,False,900.0
2025-05-14 05:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 05:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 05:51:26.904000+00:00,18.8,phantom load,True,False,True,False,False,900.0
2025-05-14 06:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 06:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 06:36:26.904000+00:00,18.5,phantom load,True,False,True,False,False,900.0
2025-05-14 06:51:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-14 07:06:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-14 07:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 07:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 07:51:26.904000+00:00,17.1,phantom load,True,False,True,False,False,900.0
2025-05-14 08:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 08:21:26.904000+00:00,16.3,phantom load,True,False,True,False,False,900.0
2025-05-14 08:36:26.904000+00:00,17.4,phantom load,True,False,True,False,False,900.0
2025-05-14 08:51:26.904000+00:00,16.5,phantom load,True,False,True,False,False,900.0
2025-05-14 09:06:26.904000+00:00,18.7,phantom load,True,False,True,False,False,900.0
2025-05-14 09:21:26.904000+00:00,17.4,phantom load,True,False,True,False,False,900.0
2025-05-14 09:36:26.904000+00:00,18.1,phantom load,True,False,True,False,False,900.0
2025-05-14 10:06:26.904000+00:00,50.4,light use,False,False,True,True,False,1800.0
2025-05-14 10:21:26.904000+00:00,53.7,light use,False,False,True,True,False,900.0
2025-05-14 10:36:26.904000+00:00,55.7,light use,False,False,True,True,False,900.0
2025-05-14 10:51:26.904000+00:00,18.9,phantom load,True,False,True,False,False,900.0
2025-05-14 11:06:26.904000+00:00,17.5,phantom load,True,False,True,False,False,900.0
2025-05-14 11:21:26.904000+00:00,20.5,phantom load,True,False,True,False,False,900.0
2025-05-14 11:51:26.904000+00:00,17.0,phantom load,True,False,True,False,False,1800.0
2025-05-14 12:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 12:21:26.904000+00:00,31.6,light use,False,False,True,True,False,900.0
2025-05-14 12:36:26.904000+00:00,16.9,phantom load,True,False,True,False,False,900.0
2025-05-14 12:51:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-14 13:06:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-14 13:21:26.904000+00:00,17.9,phantom load,True,False,True,False,False,900.0
2025-05-14 13:36:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-14 13:51:26.904000+00:00,16.7,phantom load,True,False,True,False,False,900.0
2025-05-14 14:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 14:21:26.904000+00:00,17.1,phantom load,True,False,True,False,False,900.0
2025-05-14 14:36:26.904000+00:00,20.6,phantom load,True,False,True,False,False,900.0
2025-05-14 14:51:26.904000+00:00,57.7,light use,False,False,True,True,False,900.0
2025-05-14 15:06:26.904000+00:00,21.0,phantom load,True,False,True,False,False,900.0
2025-05-14 15:21:26.904000+00:00,20.3,phantom load,True,False,True,False,False,900.0
2025-05-14 15:36:26.904000+00:00,18.9,phantom load,True,False,True,False,False,900.0
2025-05-14 15:51:26.904000+00:00,16.2,phantom load,True,False,True,False,False,900.0
2025-05-14 16:06:26.904000+00:00,20.1,phantom load,True,False,True,False,False,900.0
2025-05-14 16:36:26.904000+00:00,37.3,light use,False,False,True,True,False,1800.0
2025-05-14 17:06:26.904000+00:00,69.5,light use,False,False,True,True,False,1800.0
2025-05-14 17:21:26.904000+00:00,17.7,phantom load,True,False,True,False,False,900.0
2025-05-14 17:36:26.904000+00:00,18.5,phantom load,True,False,True,False,False,900.0
2025-05-14 17:51:26.904000+00:00,16.5,phantom load,True,False,True,False,False,900.0
2025-05-14 18:06:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-14 18:21:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-14 18:36:26.904000+00:00,20.4,phantom load,True,False,True,False,False,900.0
2025-05-14 18:51:26.904000+00:00,16.5,phantom load,True,False,True,False,False,900.0
2025-05-14 19:06:26.904000+00:00,16.4,phantom load,True,False,True,False,False,900.0
2025-05-14 19:21:26.904000+00:00,16.4,phantom load,True,False,True,False,False,900.0
2025-05-14 19:51:26.904000+00:00,18.0,phantom load,True,False,True,False,False,1800.0
2025-05-14 20:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-14 20:21:26.904000+00:00,20.0,phantom load,True,False,True,False,False,900.0
2025-05-14 20:36:26.904000+00:00,16.3,phantom load,True,False,True,False,False,900.0
2025-05-14 20:51:26.904000+00:00,16.4,phantom load,True,False,True,False,False,900.0
2025-05-14 21:06:26.904000+00:00,16.9,phantom load,True,False,True,False,False,900.0
2025-05-14 21:21:26.904000+00:00,17.2,phantom load,True,False,True,False,False,900.0
2025-05-14 21:36:26.904000+00:00,16.4,phantom load,True,False,True,False,False,900.0
2025-05-14 21:51:26.904000+00:00,18.7,phantom load,True,False,True,False,False,900.0
2025-05-14 22:06:26.904000+00:00,16.5,phantom load,True,False,True,False,False,900.0
2025-05-14 22:21:26.904000+00:00,18.1,phantom load,True,False,True,False,False,900.0
2025-05-14 22:36:26.904000+00:00,17.3,phantom load,True,False,True,False,False,900.0
2025-05-14 22:51:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-14 23:06:26.904000+00:00,16.2,phantom load,True,False,True,False,False,900.0
2025-05-14 23:21:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-14 23:36:26.904000+00:00,21.1,phantom load,True,False,True,False,False,900.0
2025-05-14 23:51:26.904000+00:00,20.2,phantom load,True,False,True,False,False,900.0
2025-05-15 00:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 00:21:26.904000+00:00,22.7,phantom load,True,False,True,False,False,900.0
2025-05-15 00:36:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-15 00:51:26.904000+00:00,17.1,phantom load,True,False,True,False,False,900.0
2025-05-15 01:06:26.904000+00:00,19.0,phantom load,True,False,True,False,False,900.0
2025-05-15 01:21:26.904000+00:00,17.4,phantom load,True,False,True,False,False,900.0
2025-05-15 01:36:26.904000+00:00,17.1,phantom load,True,False,True,False,False,900.0
2025-05-15 01:51:26.904000+00:00,23.6,phantom load,True,False,True,False,False,900.0
2025-05-15 02:06:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-15 02:21:26.904000+00:00,17.5,phantom load,True,False,True,False,False,900.0
2025-05-15 02:36:26.904000+00:00,16.7,phantom load,True,False,True,False,False,900.0
2025-05-15 02:51:26.904000+00:00,20.6,phantom load,True,False,True,False,False,900.0
2025-05-15 03:21:26.904000+00:00,17.7,phantom load,True,False,True,False,False,1800.0
2025-05-15 03:36:26.904000+00:00,18.6,phantom load,True,False,True,False,False,900.0
2025-05-15 03:51:26.904000+00:00,19.6,phantom load,True,False,True,False,False,900.0
2025-05-15 04:06:26.904000+00:00,16.3,phantom load,True,False,True,False,False,900.0
2025-05-15 04:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 04:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 04:51:26.904000+00:00,18.6,phantom load,True,False,True,False,False,900.0
2025-05-15 05:06:26.904000+00:00,20.5,phantom load,True,False,True,False,False,900.0
2025-05-15 05:21:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-15 05:51:26.904000+00:00,18.3,phantom load,True,False,True,False,False,1800.0
2025-05-15 06:06:26.904000+00:00,16.6,phantom load,True,False,True,False,False,900.0
2025-05-15 06:21:26.904000+00:00,18.7,phantom load,True,False,True,False,False,900.0
2025-05-15 06:36:26.904000+00:00,21.3,phantom load,True,False,True,False,False,900.0
2025-05-15 06:51:26.904000+00:00,18.5,phantom load,True,False,True,False,False,900.0
2025-05-15 07:06:26.904000+00:00,19.0,phantom load,True,False,True,False,False,900.0
2025-05-15 07:21:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-15 07:36:26.904000+00:00,17.2,phantom load,True,False,True,False,False,900.0
2025-05-15 07:51:26.904000+00:00,19.9,phantom load,True,False,True,False,False,900.0
2025-05-15 08:06:26.904000+00:00,16.3,phantom load,True,False,True,False,False,900.0
2025-05-15 08:21:26.904000+00:00,18.5,phantom load,True,False,True,False,False,900.0
2025-05-15 08:36:26.904000+00:00,16.3,phantom load,True,False,True,False,False,900.0
2025-05-15 08:51:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-15 09:21:26.904000+00:00,19.1,phantom load,True,False,True,False,False,1800.0
2025-05-15 09:36:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-15 09:51:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-15 10:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 10:21:26.904000+00:00,17.8,phantom load,True,False,True,False,False,900.0
2025-05-15 10:36:26.904000+00:00,16.1,phantom load,True,False,True,False,False,900.0
2025-05-15 11:06:26.904000+00:00,16.3,phantom load,True,False,True,False,False,1800.0
2025-05-15 11:21:26.904000+00:00,18.9,phantom load,True,False,True,False,False,900.0
2025-05-15 11:36:26.904000+00:00,17.7,phantom load,True,False,True,False,False,900.0
2025-05-15 11:51:26.904000+00:00,20.0,phantom load,True,False,True,False,False,900.0
2025-05-15 12:06:26.904000+00:00,21.6,phantom load,True,False,True,False,False,900.0
2025-05-15 12:21:26.904000+00:00,17.6,phantom load,True,False,True,False,False,900.0
2025-05-15 12:36:26.904000+00:00,19.4,phantom load,True,False,True,False,False,900.0
2025-05-15 12:51:26.904000+00:00,23.7,phantom load,True,False,True,False,False,900.0
2025-05-15 13:06:26.904000+00:00,22.6,phantom load,True,False,True,False,False,900.0
2025-05-15 13:21:26.904000+00:00,54.8,light use,False,False,True,True,False,900.0
2025-05-15 13:36:26.904000+00:00,95.8,regular use,False,False,True,False,True,900.0
2025-05-15 13:51:26.904000+00:00,50.6,light use,False,False,True,True,False,900.0
2025-05-15 14:06:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-15 14:21:26.904000+00:00,59.4,light use,False,False,True,True,False,900.0
2025-05-15 14:36:26.904000+00:00,68.6,light use,False,False,True,True,False,900.0
2025-05-15 14:51:26.904000+00:00,61.6,light use,False,False,True,True,False,900.0
2025-05-15 15:51:26.904000+00:00,58.8,light use,False,False,True,True,False,3600.0
2025-05-15 16:06:26.904000+00:00,20.0,phantom load,True,False,True,False,False,900.0
2025-05-15 16:21:26.904000+00:00,20.2,phantom load,True,False,True,False,False,900.0
2025-05-15 16:36:26.904000+00:00,19.0,phantom load,True,False,True,False,False,900.0
2025-05-15 16:51:26.904000+00:00,22.0,phantom load,True,False,True,False,False,900.0
2025-05-15 17:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 17:21:26.904000+00:00,16.1,phantom load,True,False,True,False,False,900.0
2025-05-15 17:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 17:51:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 18:06:26.904000+00:00,19.8,phantom load,True,False,True,False,False,900.0
2025-05-15 18:21:26.904000+00:00,19.3,phantom load,True,False,True,False,False,900.0
2025-05-15 18:36:26.904000+00:00,18.9,phantom load,True,False,True,False,False,900.0
2025-05-15 18:51:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-15 19:06:26.904000+00:00,21.0,phantom load,True,False,True,False,False,900.0
2025-05-15 19:21:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-15 19:36:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-15 19:51:26.904000+00:00,18.6,phantom load,True,False,True,False,False,900.0
2025-05-15 20:06:26.904000+00:00,20.4,phantom load,True,False,True,False,False,900.0
2025-05-15 20:21:26.904000+00:00,20.3,phantom load,True,False,True,False,False,900.0
2025-05-15 20:36:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 20:51:26.904000+00:00,20.5,phantom load,True,False,True,False,False,900.0
2025-05-15 21:06:26.904000+00:00,20.8,phantom load,True,False,True,False,False,900.0
2025-05-15 21:21:26.904000+00:00,19.7,phantom load,True,False,True,False,False,900.0
2025-05-15 21:36:26.904000+00:00,20.1,phantom load,True,False,True,False,False,900.0
2025-05-15 21:51:26.904000+00:00,19.1,phantom load,True,False,True,False,False,900.0
2025-05-15 22:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-15 22:21:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-15 22:36:26.904000+00:00,16.7,phantom load,True,False,True,False,False,900.0
2025-05-15 22:51:26.904000+00:00,16.9,phantom load,True,False,True,False,False,900.0
2025-05-15 23:06:26.904000+00:00,18.1,phantom load,True,False,True,False,False,900.0
2025-05-15 23:21:26.904000+00:00,18.3,phantom load,True,False,True,False,False,900.0
2025-05-15 23:51:26.904000+00:00,18.6,phantom load,True,False,True,False,False,1800.0
2025-05-16 00:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-16 00:21:26.904000+00:00,16.8,phantom load,True,False,True,False,False,900.0
2025-05-16 00:36:26.904000+00:00,22.0,phantom load,True,False,True,False,False,900.0
2025-05-16 00:51:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-16 01:06:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-16 01:21:26.904000+00:00,20.1,phantom load,True,False,True,False,False,900.0
2025-05-16 01:36:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-16 01:51:26.904000+00:00,16.4,phantom load,True,False,True,False,False,900.0
2025-05-16 02:06:26.904000+00:00,17.0,phantom load,True,False,True,False,False,900.0
2025-05-16 02:36:26.904000+00:00,16.8,phantom load,True,False,True,False,False,1800.0
2025-05-16 03:06:26.904000+00:00,16.5,phantom load,True,False,True,False,False,1800.0
2025-05-16 03:36:26.904000+00:00,17.9,phantom load,True,False,True,False,False,1800.0
2025-05-16 03:51:26.904000+00:00,20.6,phantom load,True,False,True,False,False,900.0
2025-05-16 04:06:26.904000+00:00,16.2,phantom load,True,False,True,False,False,900.0
2025-05-16 04:21:26.904000+00:00,18.0,phantom load,True,False,True,False,False,900.0
2025-05-16 04:36:26.904000+00:00,18.8,phantom load,True,False,True,False,False,900.0
2025-05-16 04:51:26.904000+00:00,20.8,phantom load,True,False,True,False,False,900.0
2025-05-16 05:06:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-16 05:21:26.904000+00:00,16.0,phantom load,True,False,True,False,False,900.0
2025-05-16 05:36:26.904000+00:00,19.5,phantom load,True,False,True,False,False,900.0
2025-05-16 05:51:26.904000+00:00,20.2,phantom load,True,False,True,False,False,900.0
2025-05-16 06:06:26.904000+00:00,19.2,phantom load,True,False,True,False,False,900.0
2025-05-16 06:21:26.904000+00:00,17.2,phantom load,True,False,True,False,False,900.0
2025-05-16 06:36:26.904000+00:00,17.6,phantom load,True,False,True,False,False,900.0
